Rk,Player,Tm,FantPos,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,FantPt,PPR,PosRank,Year
1,Mike Evans*\EvanMi00,TAM,WR,23,16,16,173,96,1321,13.76,12,208,304.1,1,2016
2,Jordy Nelson\NelsJo00,GNB,WR,31,16,16,152,97,1257,12.96,14,208,304.7,2,2016
3,Antonio Brown*+\BrowAn04,PIT,WR,28,15,15,154,106,1284,12.11,12,207,307.3,3,2016
4,Odell Beckham*\BeckOd00,NYG,WR,24,16,16,169,101,1367,13.53,10,196,296.6,4,2016
5,T.Y. Hilton*\HiltT.00,IND,WR,27,16,16,155,91,1448,15.91,6,185,273.8,5,2016
6,Julio Jones*+\JoneJu02,ATL,WR,27,14,14,129,83,1409,16.98,6,179,259.9,6,2016
7,Davante Adams\AdamDa01,GNB,WR,24,16,15,121,75,997,13.29,12,174,246.7,7,2016
8,Brandin Cooks\CookBr00,NOR,WR,23,16,12,117,78,1173,15.04,8,168,246.3,8,2016
9,Michael Thomas\ThomMi05,NOR,WR,23,15,12,121,92,1137,12.36,9,164,255.7,9,2016
10,Doug Baldwin*\BaldDo00,SEA,WR,28,16,15,125,94,1128,12,7,162,253.6,10,2016
11,Michael Crabtree\CrabMi00,OAK,WR,29,16,16,145,89,1003,11.27,8,152,239.3,11,2016
12,Amari Cooper*\CoopAm00,OAK,WR,22,16,14,132,83,1153,13.89,5,151,232.3,12,2016
13,Rishard Matthews\MattRi00,TEN,WR,27,16,10,108,65,945,14.54,9,149,211.5,13,2016
14,Tyrell Williams\WillTy00,SDG,WR,24,16,12,119,69,1059,15.35,7,148,216.9,14,2016
15,Bilal Powell\PoweBi00,NYJ,WR,28,16,4,74,58,388,6.69,5,139,197,15,2016
16,Terrelle Pryor\PryoTe00,CLE,WR,27,16,15,140,77,1007,13.08,5,138,213.4,16,2016
17,Tyreek Hill*+\HillTy00,KAN,WR,22,16,1,83,61,593,9.72,12,138,217,17,2016
18,Jarvis Landry*\LandJa00,MIA,WR,24,16,16,131,94,1136,12.09,4,137,231.3,18,2016
19,Larry Fitzgerald*\FitzLa00,ARI,WR,33,16,16,150,107,1023,9.56,6,137,243.8,19,2016
20,Demaryius Thomas*\ThomDe03,DEN,WR,29,16,16,144,90,1083,12.03,5,136,226.3,20,2016
21,Kelvin Benjamin\BenjKe00,CAR,WR,25,16,13,118,63,941,14.94,7,134,197.1,21,2016
22,Dez Bryant*\BryaDe01,DAL,WR,28,13,13,96,50,796,15.92,8,134,180,22,2016
23,Emmanuel Sanders*\SandEm00,DEN,WR,29,16,16,137,79,1032,13.06,5,134,212.6,23,2016
24,Julian Edelman\EdelJu00,NWE,WR,30,16,13,159,98,1106,11.29,3,132,230.3,24,2016
25,Golden Tate\TateGo00,DET,WR,28,16,16,135,91,1077,11.84,4,132,223.1,25,2016
26,Mike Wallace\WallMi00,BAL,WR,30,16,16,116,72,1017,14.13,4,131,202.8,26,2016
27,Kenny Britt\BritKe00,LAR,WR,28,15,15,111,68,1002,14.74,5,128,196.2,27,2016
28,Kenny Stills\StilKe00,MIA,WR,24,16,16,81,42,726,17.29,9,127,168.6,28,2016
29,Allen Robinson\RobiAl02,JAX,WR,23,16,16,151,73,883,12.1,6,126,199.3,29,2016
30,Adam Thielen\ThieAd00,MIN,WR,26,16,10,92,69,967,14.01,5,126,195.2,30,2016
31,Jamison Crowder\CrowJa00,WAS,WR,23,16,9,99,67,847,12.64,8,125,197.5,32,2016
32,DeSean Jackson\JackDe00,WAS,WR,30,15,15,100,56,1005,17.95,4,125,180.5,31,2016
33,Pierre Garcon\GarcPi00,WAS,WR,30,16,16,114,79,1041,13.18,3,122,201.1,33,2016
34,Brandon LaFell\LaFeBr00,CIN,WR,30,16,14,107,64,862,13.47,6,122,186,34,2016
35,A.J. Green*\GreeA.00,CIN,WR,28,10,10,100,66,964,14.61,4,120,186.4,35,2016
36,Willie Snead\SneaWi00,NOR,WR,24,15,4,104,72,895,12.43,4,120,191.5,36,2016
37,DeAndre Hopkins\HopkDe00,HOU,WR,24,16,16,151,78,954,12.23,4,119,197.4,38,2016
38,Sterling Shepard\ShepSt00,NYG,WR,23,16,16,105,65,683,10.51,8,119,184.4,37,2016
39,Marvin Jones\JoneMa02,DET,WR,26,15,15,103,55,930,16.91,4,117,172.3,39,2016
40,Steve Smith\SmitSt01,BAL,WR,37,14,14,101,70,799,11.41,5,116,183.9,40,2016
41,Cole Beasley\BeasCo00,DAL,WR,27,16,6,98,75,833,11.11,5,114,189,41,2016
42,Cameron Meredith\MereCa00,CHI,WR,24,14,10,97,66,888,13.45,4,113,179.5,42,2016
43,Quincy Enunwa\EnunQu00,NYJ,WR,24,16,13,105,58,857,14.78,4,111,168.9,43,2016
44,Stefon Diggs\DiggSt00,MIN,WR,23,13,11,112,84,903,10.75,3,109,193.3,45,2016
45,Marqise Lee\LeexMa00,JAX,WR,25,16,6,105,63,851,13.51,4,109,178.4,44,2016
46,JJ Nelson\NelsJJ00,ARI,WR,24,15,6,74,34,568,16.71,7,107,139.1,46,2016
47,Anquan Boldin\BoldAn00,DET,WR,36,16,16,95,67,584,8.72,8,106,173.4,47,2016
48,Taylor Gabriel\GabrTa00,ATL,WR,25,13,3,50,35,579,16.54,7,105,140,50,2016
49,Ted Ginn\GinnTe00,CAR,WR,31,16,8,95,54,752,13.93,4,105,159,48,2016
50,Dontrelle Inman\InmaDo00,SDG,WR,27,16,16,97,58,810,13.97,4,105,163,49,2016
51,Jordan Matthews\MattJo00,PHI,WR,24,14,13,117,73,804,11.01,3,102,171.4,52,2016
52,DeVante Parker\ParkDe01,MIA,WR,23,15,8,87,56,744,13.29,4,102,154.4,51,2016
53,Brandon Marshall\MarsBr00,NYJ,WR,32,15,15,128,59,788,13.36,3,97,155.8,53,2016
54,Alshon Jeffery\JeffAl00,CHI,WR,26,12,12,94,52,821,15.79,2,94,146.1,54,2016
55,Chris Hogan\HogaCh00,NWE,WR,29,15,14,58,38,680,17.89,4,91,128.9,55,2016
56,Mohamed Sanu\SanuMo00,ATL,WR,27,15,15,81,59,653,11.07,4,90,148.8,56,2016
57,Tavon Austin\AustTa00,LAR,WR,26,15,15,106,58,509,8.78,4,89,146.8,57,2016
58,Randall Cobb\CobbRa00,GNB,WR,26,13,10,84,60,610,10.17,4,88,148.3,58,2016
59,Travis Benjamin\BenjTr00,SDG,WR,27,14,8,75,47,677,14.4,4,85,132.4,59,2016
60,Jeremy Kerley\KerlJe00,SFO,WR,28,16,13,115,64,667,10.42,3,83,146.7,61,2016
61,Tyler Lockett\LockTy00,SEA,WR,24,15,9,66,41,597,14.56,2,83,124.1,60,2016
62,Michael Floyd\FloyMi00,2TM,WR,27,15,8,76,37,488,13.19,5,81,115.8,63,2016
63,Terrance Williams\WillTe01,DAL,WR,27,16,15,61,44,594,13.5,4,81,125.4,62,2016
64,Adam Humphries\HumpAd00,TAM,WR,23,15,4,83,55,622,11.31,2,78,133,64,2016
65,Eli Rogers\RogeEl00,PIT,WR,24,13,8,66,48,594,12.38,3,78,126,65,2016
66,Will Fuller\FullWi01,HOU,WR,22,14,13,92,47,635,13.51,3,75,128.2,66,2016
67,Brian Quick\QuicBr00,LAR,WR,27,16,8,77,41,564,13.76,3,74,115.4,67,2016
68,Seth Roberts\RobeSe00,OAK,WR,25,16,6,77,38,397,10.45,5,74,111.7,68,2016
69,Robby Anderson\AndeRo04,NYJ,WR,23,16,8,78,42,587,13.98,2,73,114.9,69,2016
70,Donte Moncrief\MoncDo00,IND,WR,23,9,7,56,30,307,10.23,7,73,102.6,70,2016
71,Tyler Boyd\BoydTy00,CIN,WR,22,16,2,81,54,603,11.17,1,70,124.1,72,2016
72,Vernon Davis\DaviVe00,WAS,WR,32,16,14,59,44,583,13.25,2,70,114.3,71,2016
73,Jeremy Maclin\MaclJe00,KAN,WR,28,12,12,76,44,536,12.18,2,68,109.5,75,2016
74,Breshad Perriman\PerrBr02,BAL,WR,23,16,1,66,33,499,15.12,3,68,101.1,73,2016
75,Robert Woods\WoodRo02,BUF,WR,24,13,10,76,51,613,12.02,1,68,118.9,74,2016
76,Phillip Dorsett\DorsPh00,IND,WR,23,15,7,59,33,528,16,2,66,98.8,76,2016
77,Allen Hurns\HurnAl01,JAX,WR,25,11,11,76,35,477,13.63,3,66,100.7,77,2016
78,John Brown\BrowJo02,ARI,WR,26,15,6,73,39,517,13.26,2,65,103.7,78,2016
79,Tajae Sharpe\SharTa00,TEN,WR,22,16,10,83,41,522,12.73,2,64,105.3,79,2016
80,Victor Cruz\CruzVi00,NYG,WR,30,15,12,72,39,586,15.03,1,63,101.6,81,2016
81,Devin Funchess\FuncDe00,CAR,WR,22,15,7,58,23,371,16.13,4,63,86.1,80,2016
82,Cordarrelle Patterson*+\PattCo00,MIN,WR,25,16,8,70,52,453,8.71,3,62,119.6,82,2016
83,Marquise Goodwin\GoodMa00,BUF,WR,26,15,9,68,29,431,14.86,3,61,90.1,84,2016
84,Kendall Wright\WrigKe01,TEN,WR,27,11,4,42,29,416,14.34,3,61,90.1,83,2016
85,Corey Coleman\ColeCo00,CLE,WR,22,10,10,73,33,413,12.52,3,60,93.3,85,2016
86,Sammie Coates\CoatSa00,PIT,WR,23,14,5,49,21,435,20.71,2,57,77.9,87,2016
87,Jermaine Kearse\KearJe01,SEA,WR,26,16,15,89,41,510,12.44,1,57,98,86,2016
88,Sammy Watkins\WatkSa00,BUF,WR,23,8,8,52,28,430,15.36,2,55,83,88,2016
89,Chris Conley\ConlCh00,KAN,WR,24,16,11,69,44,530,12.05,0,53,97,89,2016
90,Nelson Agholor\AghoNe00,PHI,WR,23,15,14,69,36,365,10.14,2,52,87.9,90,2016
91,Dorial Green-Beckham\GreeDo00,PHI,WR,23,15,7,74,36,392,10.89,2,51,87.2,91,2016
92,Albert Wilson\WilsAl02,KAN,WR,24,16,5,51,31,279,9,3,51,81.9,92,2016
93,Andrew Hawkins\HawkAn00,CLE,WR,30,16,5,54,33,324,9.82,3,50,83.4,93,2016
94,Eddie Royal\RoyaEd00,CHI,WR,30,9,1,43,33,369,11.18,3,49,87.9,94,2016
95,Danny Amendola\AmenDa00,NWE,WR,31,12,4,29,23,243,10.57,4,48,69.3,95,2016
96,Russell Shepard\ShepRu00,TAM,WR,26,14,4,40,23,341,14.83,2,47,70,96,2016
97,Brandon Coleman\ColeBr00,NOR,WR,24,16,4,38,26,281,10.81,3,46,72.1,97,2016
98,Torrey Smith\SmitTo02,SFO,WR,27,12,12,49,20,267,13.35,3,45,64.7,98,2016
99,Justin Hardy\HardJu00,ATL,WR,25,16,3,31,21,203,9.67,4,44,65.3,99,2016
100,Aldrick Robinson\RobiAl00,ATL,WR,28,16,1,32,20,323,16.15,2,44,64.3,100,2016
101,Justin Hunter\HuntJu00,2TM,WR,25,13,5,23,10,189,18.9,4,43,52.9,101,2016
102,Quinton Patton\PattQu00,SFO,WR,26,14,14,63,37,408,11.03,0,41,77.8,102,2016
103,Brice Butler\ButlBr00,DAL,WR,26,16,3,32,16,219,13.69,3,40,55.9,103,2016
104,Kamar Aiken\AikeKa00,BAL,WR,27,16,6,50,29,328,11.31,1,39,67.8,104,2016
105,Josh Bellamy\BellJo02,CHI,WR,27,16,2,38,19,282,14.84,1,38,56.9,105,2016
106,Cobi Hamilton\HamiCo00,PIT,WR,26,11,8,28,17,234,13.76,2,35,52.4,107,2016
107,Darrius Heyward-Bey\HeywDa00,PIT,WR,29,10,0,19,6,114,19,3,35,41.4,106,2016
108,Paul Richardson\RichPa01,SEA,WR,24,15,0,36,21,288,13.71,1,35,56.3,108,2016
109,Deonte Thompson\ThomDe04,CHI,WR,27,16,6,36,22,249,11.32,2,35,56.9,109,2016
110,Bryan Walters\WaltBr00,JAX,WR,29,10,3,34,24,231,9.63,2,34,57.5,110,2016
111,Geronimo Allison\AlliGe01,GNB,WR,22,10,2,22,12,202,16.83,2,32,44.2,112,2016
112,Corey Brown\BrowPh00,CAR,WR,25,16,8,53,27,276,10.22,1,32,59.2,111,2016
113,Eric Decker\DeckEr00,NYJ,WR,29,3,3,21,9,194,21.56,2,31,40.4,113,2016
114,Andre Holmes\HolmAn00,OAK,WR,28,16,2,25,14,126,9,3,31,44.6,116,2016
115,Rod Streater\StreRo00,SFO,WR,28,16,2,27,18,191,10.61,2,31,49.1,114,2016
116,Jordan Taylor\TaylJo01,DEN,WR,24,16,0,25,16,209,13.06,2,31,46.9,115,2016
117,Tanner McEvoy\McEvTa01,SEA,WR,23,14,0,11,9,140,15.56,2,28,36.7,117,2016
118,Jaron Brown\BrowJa03,ARI,WR,26,7,2,22,11,187,17,1,27,35.7,119,2016
119,Bennie Fowler\FowlBe00,DEN,WR,25,13,0,24,11,145,13.18,2,27,37.5,120,2016
120,Chester Rogers\RogeCh02,IND,WR,22,14,2,34,19,273,14.37,0,27,46.3,118,2016
121,Jeff Janis\JaniJe00,GNB,WR,25,16,1,19,11,93,8.45,2,25,36.1,121,2016
122,Jalin Marshall\MarsJa01,NYJ,WR,21,10,1,23,14,162,11.57,2,24,38.2,122,2016
123,Charles Johnson\JohnCh08,MIN,WR,27,16,7,37,20,232,11.6,0,23,43.2,124,2016
124,Ricardo Louis\LouiRi00,CLE,WR,22,16,3,35,18,205,11.39,0,23,38.5,126,2016
125,Jordan Norwood\NorwJo00,DEN,WR,30,14,6,35,21,232,11.05,1,23,44.2,123,2016
126,Andre Roberts\RobeAn00,DET,WR,28,16,1,25,14,188,13.43,3,23,48.8,125,2016
127,Roger Lewis\LewiRo03,NYG,WR,23,13,1,19,7,97,13.86,2,22,28.7,128,2016
128,Marquess Wilson\WilsMa02,CHI,WR,24,3,1,16,9,160,17.78,1,22,31,127,2016
129,Harry Douglas\DougHa00,TEN,WR,32,11,2,22,15,210,14,0,21,36,130,2016
130,Vincent Jackson\JackVi00,TAM,WR,33,5,5,32,15,173,11.53,0,21,32.3,129,2016
131,Andre Johnson\JohnAn02,TEN,WR,35,8,4,22,9,85,9.44,2,21,29.5,131,2016
132,Cody Core\CoreCo00,CIN,WR,22,8,4,27,17,200,11.76,0,20,37,133,2016
133,Freddie Martino\MartFr00,TAM,WR,25,13,0,11,8,142,17.75,1,20,28.2,132,2016
134,Kevin White\WhitKe00,CHI,WR,24,4,4,36,19,187,9.84,0,20,38.6,134,2016
135,Josh Huff\HuffJo00,2TM,WR,25,10,2,23,16,113,7.06,2,19,40.8,135,2016
136,Charone Peake\PeakCh00,NYJ,WR,24,15,1,35,19,186,9.79,1,19,37.6,136,2016
137,Arrelious Benn\BennAr00,JAX,WR,28,15,0,10,5,116,23.2,1,18,22.6,138,2016
138,Daniel Brown\BrowDa04,2TM,WR,24,8,3,20,16,124,7.75,1,18,34.4,137,2016
139,Brandon Tate\TateBr00,BUF,WR,29,15,1,12,8,117,14.63,0,17,24.5,139,2016
140,Braxton Miller\MillBr03,HOU,WR,24,10,6,28,15,99,6.6,1,16,30.9,140,2016
141,Tyler Higbee\HigbTy00,LAR,WR,23,16,7,29,11,85,7.73,1,15,25.5,143,2016
142,Greg Salas\SalaGr00,BUF,WR,28,2,1,6,4,89,22.25,1,15,18.9,142,2016
143,Cecil Shorts\ShorCe00,TAM,WR,29,9,5,27,11,152,13.82,0,15,26.2,141,2016
144,Chris Harper\HarpCh01,SFO,WR,23,9,2,21,13,133,10.23,0,13,26.3,144,2016
145,Jaelen Strong\StroJa01,HOU,WR,22,8,2,24,14,131,9.36,0,13,27.1,146,2016
146,Paul Turner\TurnPa01,PHI,WR,23,4,2,14,9,126,14,0,13,21.6,148,2016
147,Markus Wheaton\WheaMa00,PIT,WR,25,3,2,9,4,51,12.75,1,13,17.1,145,2016
148,Jarius Wright\WrigJa02,MIN,WR,27,8,1,14,11,67,6.09,1,13,23.7,147,2016
149,Brittan Golden\GoldBr00,ARI,WR,28,12,1,14,8,82,10.25,1,12,20.2,149,2016
150,T.J. Jones\JoneT.00,DET,WR,24,3,0,14,5,93,18.6,0,11,14.3,150,2016
151,Lucky Whitehead\WhitLu00,DAL,WR,24,15,1,3,3,48,16,0,11,14,151,2016
152,Demarcus Ayers\AyerDe00,PIT,WR,22,2,1,13,6,53,8.83,1,10,16.1,152,2016
153,David Johnson\JohnDa05,PIT,WR,29,16,5,11,7,80,11.43,0,10,17,153,2016
154,Jeremy Ross\RossJe01,2TM,WR,28,6,1,4,4,37,9.25,1,10,13.7,155,2016
155,James Wright\WrigJa03,CIN,WR,25,13,2,19,13,106,8.15,0,10,23,154,2016
156,Leonte Carroo\CarrLe00,MIA,WR,22,14,2,6,3,29,9.67,1,9,11.9,157,2016
157,Pharoh Cooper\CoopPh00,LAR,WR,21,10,3,20,14,106,7.57,0,9,22.6,160,2016
158,Tyler Kroft\KrofTy00,CIN,WR,24,14,11,12,10,92,9.2,0,9,19.2,156,2016
159,Tommylee Lewis\LewiTo00,NOR,WR,24,12,1,11,7,76,10.86,0,9,15.7,158,2016
160,Bryce Treggs\TregBr00,PHI,WR,22,9,1,12,3,80,26.67,0,9,11.7,159,2016
161,Ryan Grant\GranRy01,WAS,WR,26,16,1,19,9,76,8.44,0,8,16.6,163,2016
162,Rashard Higgins\HiggRa00,CLE,WR,22,16,0,12,6,77,12.83,0,8,13.7,161,2016
163,Cody Latimer\LatiCo00,DEN,WR,24,12,1,15,8,76,9.5,0,8,15.6,162,2016
164,Wendall Williams\WillWe00,HOU,WR,26,3,0,7,4,75,18.75,0,8,11.5,164,2016
165,Aaron Burbridge\BurbAa00,SFO,WR,23,16,3,16,7,88,12.57,0,7,13.8,168,2016
166,Michael Campanaro\CampMi02,BAL,WR,25,3,0,1,0,0,,0,7,7.2,165,2016
167,Josh Doctson\DoctJo00,WAS,WR,24,2,0,6,2,66,33,0,7,8.6,169,2016
168,Alex Erickson\EricAl01,CIN,WR,24,16,0,8,6,71,11.83,0,7,13.1,166,2016
169,Maurice Harris\HarrMa05,WAS,WR,24,10,0,12,8,66,8.25,0,7,14.6,170,2016
170,Chris Moore\MoorCh00,BAL,WR,23,15,0,16,7,46,6.57,1,7,13.5,171,2016
171,Keith Mumphery\MumpKe00,HOU,WR,24,11,3,12,10,69,6.9,0,7,16.9,167,2016
172,Keenan Allen\AlleKe00,SDG,WR,24,1,1,7,6,63,10.5,0,6,12.3,174,2016
173,Trevor Davis\DaviTr03,GNB,WR,23,11,0,7,3,24,8,1,6,9.4,173,2016
174,Johnny Holton\HoltJo00,OAK,WR,25,15,0,3,2,34,17,0,6,7.7,176,2016
175,De'Anthony Thomas\ThomDe05,KAN,WR,23,12,0,9,7,35,5,0,6,13.4,172,2016
176,Nick Williams\WillNi02,ATL,WR,26,2,0,7,5,59,11.8,0,6,10.9,175,2016
177,Dwayne Harris*\HarrDw00,NYG,WR,29,16,1,1,1,13,13,1,5,6.3,177,2016
178,Tavarres King\KingTa00,NYG,WR,26,7,0,4,2,50,25,0,5,7,178,2016
179,Quan Bray\BrayQu00,IND,WR,23,6,0,4,3,36,12,0,4,7.3,179,2016
180,Bradley Marquez\MarqBr00,LAR,WR,24,14,0,7,3,37,12.33,0,4,6.9,180,2016
181,Dexter McCluster\McClDe00,SDG,WR,27,6,0,11,7,36,5.14,0,4,10.8,181,2016
182,Brenton Bersin\BersBr00,CAR,WR,26,10,0,6,2,17,8.5,0,2,3.7,188,2016
183,Damiere Byrd\ByrdDa00,CAR,WR,23,1,0,1,1,16,16,0,2,2.6,190,2016
184,Percy Harvin\HarvPe00,BUF,WR,28,2,1,4,2,6,3,0,2,3.7,189,2016
185,Marc Mariani\MariMa00,TEN,WR,29,16,0,0,0,0,,0,2,1.5,192,2016
186,DeAndre Smelter\SmelDe00,SFO,WR,25,2,0,1,1,23,23,0,2,3.3,183,2016
187,Devin Smith\SmitDe04,NYJ,WR,24,4,0,3,1,20,20,0,2,3,185,2016
188,Devin Street\StreDe00,IND,WR,25,5,0,6,1,20,20,0,2,3,186,2016
189,Mike Thomas\ThomMi04,LAR,WR,22,15,0,9,3,37,12.33,0,2,4.7,187,2016
190,Laquon Treadwell\TreaLa00,MIN,WR,21,9,1,3,1,15,15,0,2,2.5,191,2016
191,Griff Whalen\WhalGr00,SDG,WR,26,8,0,4,2,22,11,0,2,4.2,184,2016
192,Shane Wynn\WynnSh00,JAX,WR,24,5,0,3,1,19,19,0,2,3.4,182,2016
193,Jared Abbrederis\AbbrJa00,GNB,WR,26,5,0,2,1,8,8,0,1,1.8,196,2016
194,Jeremy Butler\ButlJe01,SDG,WR,25,4,0,2,2,11,5.5,0,1,3.1,194,2016
195,Rashad Greene\GreeRa00,JAX,WR,24,8,0,8,5,32,6.4,0,1,6.2,193,2016
196,Paul McRoberts\McRoPa00,LAR,WR,24,2,0,1,1,6,6,0,1,1.6,198,2016
197,Rashad Ross\RossRa00,WAS,WR,26,5,0,1,1,8,8,0,1,1.8,197,2016
198,Tony Washington\WashTo00,JAX,WR,24,2,0,1,1,9,9,0,1,1.9,195,2016
199,Jordan Payton\PaytJo00,CLE,WR,23,4,0,3,1,3,3,0,,1.3,199,2016
200,Jakeem Grant\GranJa00,MIA,WR,24,16,0,1,0,0,,1,-2,4.1,213,2016
201,Matthew Slater*+\SlatMa00,NWE,WR,31,13,0,1,0,0,,0,-2,-1.5,212,2016
1,DeAndre Hopkins*+\HopkDe00,HOU,WR,25,15,15,174,96,1378,14.35,13,214,309.8,1,2017
2,Antonio Brown*+\BrowAn04,PIT,WR,29,14,14,163,101,1533,15.18,9,209,310.3,2,2017
3,Keenan Allen*\AlleKe00,LAC,WR,25,16,15,159,102,1393,13.66,7,176,278.2,3,2017
4,Tyreek Hill*\HillTy00,KAN,WR,23,15,13,105,75,1183,15.77,8,170,245.2,4,2017
5,Marvin Jones\JoneMa02,DET,WR,27,16,16,107,61,1101,18.05,9,164,225.1,5,2017
6,Julio Jones*\JoneJu02,ATL,WR,28,16,16,148,88,1444,16.41,3,164,251.9,6,2017
7,Brandin Cooks\CookBr00,NWE,WR,24,16,15,114,65,1082,16.65,7,156,221.2,7,2017
8,Michael Thomas*\ThomMi05,NOR,WR,24,16,14,149,104,1245,11.97,5,155,258.5,8,2017
9,Larry Fitzgerald*\FitzLa00,ARI,WR,34,16,16,161,109,1156,10.61,6,152,261.4,9,2017
10,A.J. Green*\GreeA.00,CIN,WR,29,16,16,143,75,1078,14.37,8,152,226.8,10,2017
11,Adam Thielen*\ThieAd00,MIN,WR,27,16,16,142,91,1276,14.02,4,149,239.7,11,2017
12,Davante Adams*\AdamDa01,GNB,WR,25,14,14,117,74,885,11.96,10,149,222.5,12,2017
13,Doug Baldwin*\BaldDo00,SEA,WR,29,16,16,116,75,991,13.21,8,148,223.3,13,2017
14,Jarvis Landry*\LandJa00,MIA,WR,25,16,16,161,112,987,8.81,9,148,260,14,2017
15,JuJu Smith-Schuster\SmitJu00,PIT,WR,21,14,7,79,58,917,15.81,8,140,197.7,15,2017
16,Alshon Jeffery\JeffAl00,PHI,WR,27,16,16,120,57,789,13.84,9,139,195.9,16,2017
17,Robby Anderson\AndeRo04,NYJ,WR,24,16,15,114,63,941,14.94,7,137,200,17,2017
18,Stefon Diggs\DiggSt00,MIN,WR,24,14,14,95,64,849,13.27,8,134,198.2,18,2017
19,Golden Tate\TateGo00,DET,WR,29,16,12,120,92,1003,10.9,5,133,224.5,19,2017
20,Mike Evans\EvanMi00,TAM,WR,24,15,15,136,71,1001,14.1,5,132,203.1,20,2017
21,Devin Funchess\FuncDe00,CAR,WR,23,16,16,111,63,840,13.33,8,132,195,21,2017
22,Nelson Agholor\AghoNe00,PHI,WR,24,16,10,95,62,768,12.39,9,126,187.5,22,2017
23,Demaryius Thomas\ThomDe03,DEN,WR,30,16,16,140,83,949,11.43,5,123,205.9,23,2017
24,T.Y. Hilton*\HiltT.00,IND,WR,28,16,16,109,57,966,16.95,4,119,175.6,24,2017
25,Dez Bryant\BryaDe01,DAL,WR,29,16,16,132,69,838,12.14,6,117,186.4,25,2017
26,Kenny Stills\StilKe00,MIA,WR,25,16,16,105,58,847,14.6,6,117,174.7,26,2017
27,Cooper Kupp\KuppCo00,LAR,WR,24,15,6,94,62,869,14.02,5,115,176.9,27,2017
28,Michael Crabtree\CrabMi00,OAK,WR,30,14,14,101,58,618,10.66,8,114,171.8,28,2017
29,Marquise Goodwin\GoodMa00,SFO,WR,27,16,16,105,56,962,17.18,2,113,168.6,29,2017
30,Jermaine Kearse\KearJe01,NYJ,WR,27,16,14,102,65,810,12.46,5,111,176,30,2017
31,Amari Cooper\CoopAm00,OAK,WR,23,14,12,96,48,680,14.17,7,110,158.4,31,2017
32,Ted Ginn\GinnTe00,NOR,WR,32,15,10,70,53,787,14.85,4,107,159.6,35,2017
33,Mohamed Sanu\SanuMo00,ATL,WR,28,15,15,96,67,703,10.49,5,107,174.3,32,2017
34,Sammy Watkins\WatkSa00,LAR,WR,24,15,14,70,39,593,15.21,8,107,146.3,34,2017
35,Robert Woods\WoodRo02,LAR,WR,25,12,11,85,56,781,13.95,5,107,163.3,33,2017
36,Paul Richardson\RichPa01,SEA,WR,25,16,13,80,44,703,15.98,6,106,150.3,36,2017
37,Rishard Matthews\MattRi00,TEN,WR,28,14,11,87,53,795,15,4,103,156.2,37,2017
38,Mike Wallace\WallMi00,BAL,WR,31,15,14,92,52,748,14.38,4,99,151.2,38,2017
39,Travis Benjamin\BenjTr00,LAC,WR,28,16,3,62,34,567,16.68,5,96,130.3,39,2017
40,Tyrell Williams\WillTy00,LAC,WR,25,16,15,69,43,728,16.93,4,95,137.8,40,2017
41,Jamison Crowder\CrowJa00,WAS,WR,24,15,6,103,66,789,11.95,3,94,160.3,41,2017
42,Randall Cobb\CobbRa00,GNB,WR,27,15,14,92,66,653,9.89,4,93,159.4,42,2017
43,Marqise Lee\LeexMa00,JAX,WR,26,14,14,96,56,702,12.54,3,92,147.9,43,2017
44,Keelan Cole\ColeKe00,JAX,WR,24,16,6,83,42,748,17.81,3,91,132.8,44,2017
45,DeSean Jackson\JackDe00,TAM,WR,31,14,13,90,50,668,13.36,3,89,138.6,45,2017
46,Kelvin Benjamin\BenjKe00,2TM,WR,26,14,14,78,48,692,14.42,3,87,135.2,46,2017
47,Sterling Shepard\ShepSt00,NYG,WR,24,11,10,84,59,731,12.39,2,86,144.5,47,2017
48,Josh Doctson\DoctJo00,WAS,WR,25,16,14,78,35,502,14.34,6,85,119.8,49,2017
49,Will Fuller\FullWi01,HOU,WR,23,10,10,50,28,423,15.11,7,85,113.2,48,2017
50,Jordy Nelson\NelsJo00,GNB,WR,32,15,15,88,53,482,9.09,6,84,137.2,50,2017
51,Martavis Bryant\BryaMa00,PIT,WR,26,15,8,84,50,603,12.06,3,83,132.5,51,2017
52,Ryan Grant\GranRy01,WAS,WR,27,16,7,65,45,573,12.73,4,81,126.3,52,2017
53,Tyler Lockett\LockTy00,SEA,WR,25,16,8,71,45,555,12.33,3,79,124.3,53,2017
54,Danny Amendola\AmenDa00,NWE,WR,32,15,8,86,61,659,10.8,2,78,138.9,54,2017
55,Chris Hogan\HogaCh00,NWE,WR,30,9,7,59,34,439,12.91,5,76,109.6,55,2017
56,Albert Wilson\WilsAl02,KAN,WR,25,13,7,62,42,554,13.19,3,74,116,56,2017
57,Brandon LaFell\LaFeBr00,CIN,WR,31,16,15,89,52,548,10.54,3,73,124.8,58,2017
58,DeVante Parker\ParkDe01,MIA,WR,24,13,12,96,57,670,11.75,1,73,130,57,2017
59,Jaron Brown\BrowJa03,ARI,WR,27,16,8,69,31,477,15.39,4,72,102.7,59,2017
60,Ty Montgomery\MontTy01,GNB,WR,24,8,5,31,23,173,7.52,4,69,91.6,60,2017
61,Adam Humphries\HumpAd00,TAM,WR,24,16,3,83,61,631,10.34,1,68,128.7,61,2017
